班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,67,101,76,90
1,卢楠,物理,110,84,97,91
1,唐秀兰,历史,101,117,106,103
1,张刚,化学,78,92,102,119
1,姜洋,历史,94,99,79,114
1,李彬,政治,114,104,92,132
1,龙晨,地理,83,79,79,103
1,张秀云,物理,74,97,99,88
1,刘婷婷,地理,125,97,100,99
1,袁云,历史,110,108,93,99
1,王丽丽,政治,119,112,82,122
1,赵桂芝,历史,110,100,104,103
1,陈柳,化学,101,109,98,128
1,邓云,生物,99,112,76,117
1,周峰,政治,103,96,110,110
1,葛丽,物理,108,108,79,101
1,陈秀荣,生物,130,98,94,133
1,吴欣,历史,135,82,60,92
1,徐丹丹,生物,106,75,93,100
1,赖玉兰,化学,112,107,97,114
1,陈云,化学,93,103,130,119
1,王莹,物理,89,108,72,92
1,任兰英,地理,83,95,64,117
1,李龙,历史,112,89,114,77
1,崔秀芳,地理,116,113,76,74
1,王秀英,化学,150,94,110,96
1,秦凯,化学,104,99,86,133
1,刘玉,生物,116,106,95,86
1,任丹,化学,114,102,87,102
1,孙玲,生物,117,122,73,87
1,文云,生物,121,97,101,104
1,吴娜,生物,96,110,97,92
1,王丹,物理,118,103,82,97
1,张帆,化学,133,90,81,115
1,吴宇,历史,105,91,98,104
1,王柳,生物,116,85,98,96
1,尹建平,化学,102,82,83,118
1,杜明,政治,93,100,91,114
1,何凤英,生物,122,95,84,117
1,秦利,地理,117,96,76,101
1,王婷,化学,75,114,99,100
1,郭莹,化学,114,79,120,106
1,周磊,化学,116,97,72,102
1,唐飞,地理,100,91,67,108
1,沈鹏,地理,133,112,94,130
1,陈建国,物理,87,82,66,86
1,任峰,生物,142,97,95,142
1,张玉英,化学,88,110,89,110
1,秦旭,地理,121,85,90,113
1,范建国,物理,133,99,95,112
1,武琳,物理,102,99,90,98
1,曾娜,地理,146,83,76,82
1,李莹,物理,104,101,68,90
1,赵想,地理,115,106,87,107
1,张彬,政治,92,77,108,96
1,郭秀荣,生物,94,111,90,103
1,程璐,政治,124,115,97,112
1,赵瑜,化学,120,95,67,101
1,翁秀华,历史,104,91,99,117
1,孙秀云,生物,101,113,83,95
1,黄荣,化学,107,105,105,124
1,余峰,历史,100,68,70,95
1,康小红,历史,77,108,91,78
1,刘桂荣,政治,103,93,72,120
1,鹿建军,政治,120,101,90,107
1,江艳,生物,117,87,88,102
1,刘丽,地理,125,94,114,97
1,刘莉,生物,121,89,106,107
1,邱浩,历史,111,101,75,92
1,齐鹏,地理,96,114,107,81
1,许欢,化学,124,96,80,126
1,王雷,地理,80,91,87,87
1,朱倩,化学,88,105,79,106
1,赵桂花,化学,122,107,80,112
1,刘波,化学,129,102,99,125
1,李建国,物理,128,106,82,98
1,王娟,物理,96,83,76,103
1,范明,政治,90,112,79,127
1,戴磊,历史,123,108,85,94
1,欧阳艳,物理,63,99,97,109
1,张欢,物理,132,101,82,102
1,李欢,化学,78,105,90,107
1,周颖,生物,104,105,94,95
2,戴宇,政治,125,97,102,125
2,张丽娟,生物,104,124,85,138
2,符伟,化学,97,77,88,124
2,李飞,地理,90,102,80,105
2,蒋杰,政治,96,103,97,109
2,覃玉兰,历史,104,108,76,82
2,徐佳,化学,113,91,94,112
2,庄辉,地理,117,116,99,119
2,杨柳,化学,138,108,92,100
2,李晶,物理,99,82,91,90
2,梁志强,生物,109,114,78,127
2,向华,化学,116,84,83,107
2,葛飞,化学,96,109,84,109
2,张波,生物,118,93,90,134
2,尹金凤,地理,116,91,95,93
2,邓成,政治,91,89,85,127
2,韩婷婷,化学,97,107,57,102
2,喻刚,地理,115,115,75,93
2,李建平,化学,98,113,98,109
2,王波,历史,127,86,100,90
2,张建平,历史,99,103,73,87
2,林淑珍,化学,93,95,74,101
2,沈雷,化学,120,102,111,97
2,王淑珍,地理,114,107,89,97
2,邝建军,化学,120,87,100,105
2,张梅,化学,121,98,104,113
2,屈桂英,物理,104,93,88,99
2,张勇,物理,106,98,98,102
2,马建,化学,125,120,81,107
2,杨建国,物理,106,101,85,100
2,王静,地理,118,94,111,117
2,魏桂香,化学,110,113,91,117
2,郑雷,历史,98,114,85,116
2,蔡秀芳,历史,117,113,99,109
2,邓琳,地理,103,97,77,91
2,王淑英,化学,108,107,57,135
2,周凤兰,生物,113,88,87,123
2,戴玉梅,历史,130,119,63,110
2,陈颖,化学,86,91,92,118
2,李玉兰,生物,112,105,91,139
2,王桂珍,物理,112,117,69,98
2,吴秀兰,化学,99,104,93,126
2,冯小红,历史,113,108,88,97
2,王金凤,地理,101,95,64,113
2,项超,化学,133,87,88,131
2,李楠,历史,117,105,92,66
2,燕丽娟,历史,119,98,110,99
2,苏丽丽,化学,106,79,93,110
2,王欣,生物,124,109,103,101
2,张杰,化学,92,97,62,106
2,郎佳,地理,109,90,84,98
2,王亮,历史,133,99,108,97
2,高建,生物,133,122,99,104
2,方丽,化学,103,91,100,125
2,黄静,生物,123,94,101,119
2,罗秀荣,物理,92,108,107,102
2,李秀珍,化学,108,102,86,102
2,徐颖,化学,107,105,107,116
2,方建军,地理,99,118,84,118
2,杜文,地理,115,87,91,97
2,谷静,生物,134,101,99,106
2,叶晶,政治,120,109,81,110
2,何瑞,政治,99,104,98,105
2,段柳,政治,133,112,106,107
2,黄雪,物理,120,109,80,97
2,刘云,地理,94,82,102,115
2,马桂兰,化学,105,93,90,124
2,陈娟,地理,106,91,95,67
2,文桂珍,政治,116,113,87,114
2,罗艳,历史,78,84,96,71
2,刘宇,化学,128,109,85,113
2,秦瑞,物理,123,98,94,95
2,龙鑫,物理,138,93,100,110
2,邓红,生物,87,91,74,86
3,聂洁,生物,85,121,83,108
3,张利,物理,109,102,81,97
3,夏欣,生物,100,119,92,140
3,夏瑞,生物,107,115,81,114
3,纪旭,物理,90,110,58,111
3,黎桂芳,化学,64,106,86,113
3,黄萍,地理,82,87,96,97
3,颜峰,生物,110,119,82,85
3,赵璐,化学,128,97,87,119
3,李秀华,物理,84,83,110,101
3,殷志强,物理,102,98,137,104
3,张柳,地理,120,102,76,96
3,吴柳,生物,115,100,104,130
3,孙想,历史,107,93,81,121
3,孟莹,政治,115,109,104,122
3,张雪梅,地理,80,86,93,97
3,李杨,生物,128,95,118,111
3,樊欣,化学,107,115,89,104
3,韩桂英,化学,73,103,97,135
3,葛丽华,政治,107,113,94,122
3,李佳,化学,138,109,87,112
3,杜想,化学,93,103,84,119
3,陈淑兰,化学,78,97,80,120
3,梁冬梅,生物,103,112,75,143
3,焦玉珍,化学,131,95,92,116
3,戴伟,政治,121,99,68,116
3,王玉,地理,118,106,83,109
3,任玉梅,地理,119,106,94,97
3,戴杨,物理,86,102,95,98
3,慕阳,物理,121,111,109,103
3,韩芳,历史,111,106,117,110
3,章玉梅,生物,141,112,77,84
3,张丽华,政治,105,91,78,121
3,钟玉梅,物理,128,102,80,99
3,张建军,化学,79,96,79,107
3,郝丽娟,地理,103,92,83,128
3,田桂芳,历史,104,117,83,122
3,张飞,地理,112,92,117,117
3,钟志强,生物,108,94,85,100
3,郑阳,物理,83,120,92,109
3,胡杰,生物,99,110,77,134
3,高玉英,物理,89,86,103,101
3,吕晶,历史,120,116,66,98
3,梁桂芝,政治,107,106,101,100
3,田璐,历史,150,96,77,121
3,耿瑞,物理,119,110,99,100
3,张淑英,化学,125,124,85,113
3,蒋秀芳,历史,117,95,86,83
3,张荣,物理,99,89,108,99
3,吴红梅,政治,96,105,77,122
3,杨玉华,生物,101,91,96,99
3,罗雪梅,化学,108,89,91,122
3,朱雪,历史,146,105,90,81
3,萧杰,历史,114,115,97,113
3,姜桂花,化学,92,118,96,124
3,夏丽丽,物理,84,90,93,106
3,马萍,物理,125,119,95,109
3,张建华,生物,150,96,93,96
3,陆俊,生物,120,90,82,96
3,孟华,地理,120,92,80,92
3,曲玲,化学,109,123,56,104
3,张兰英,物理,112,122,110,95
3,孙瑜,生物,142,87,80,100
3,郝萍,政治,91,90,99,127
3,吴欢,政治,92,105,83,122
3,魏博,生物,95,79,96,134
3,蔡玲,化学,107,111,91,105
3,高秀兰,生物,117,103,91,80
3,翁红梅,化学,102,91,77,120
3,李超,物理,94,107,71,94
3,李梅,政治,120,113,113,115
3,黄凤兰,政治,108,98,79,123
3,徐桂珍,政治,109,114,80,101
3,张洋,化学,140,96,69,113
3,王凤兰,生物,130,103,112,119
3,陈秀梅,化学,150,96,96,109
3,魏想,地理,130,116,83,105
3,李兵,历史,128,94,84,75
3,喻宁,化学,122,90,100,113
3,张倩,历史,118,81,84,94
3,杨桂荣,化学,96,91,80,97
3,宋秀梅,地理,118,110,85,124
3,白坤,生物,108,96,92,109
3,屈小红,生物,125,81,72,114
3,吕成,政治,110,105,79,105
3,潘颖,政治,110,123,74,125
4,沈亮,生物,107,112,70,90
4,黄杨,化学,104,95,83,114
4,刘磊,化学,91,111,110,126
4,马宇,历史,101,102,78,95
4,武桂荣,物理,86,94,106,89
4,田帆,物理,114,100,105,97
4,宋帅,地理,98,103,105,103
4,王帆,历史,119,115,88,115
4,李凤兰,化学,86,122,105,106
4,龙秀荣,化学,115,95,68,113
4,徐涛,化学,121,97,101,110
4,吴建,地理,113,99,95,67
4,王淑兰,地理,97,73,65,89
4,孙丹,物理,123,103,102,109
4,胡莉,化学,114,109,100,107
4,赵兰英,生物,123,106,94,132
4,赵彬,物理,117,113,108,108
4,董彬,化学,111,76,93,89
4,王浩,生物,117,105,80,113
4,洪峰,生物,113,89,107,126
4,张强,化学,115,99,75,118
4,黄宁,化学,112,73,128,111
4,李琴,化学,131,95,76,120
4,廖涛,化学,100,108,105,112
4,张磊,生物,114,86,102,79
4,杨兰英,历史,113,93,85,102
4,陈平,化学,102,114,82,122
4,刘晶,物理,100,103,83,88
4,赵云,生物,107,106,69,118
4,陆晨,化学,113,114,78,112
4,郭秀珍,物理,123,123,82,95
4,蔡柳,政治,122,86,90,114
4,夏晨,地理,94,92,77,108
4,龙雪梅,化学,118,87,102,103
4,宁秀云,物理,79,105,84,100
4,黄勇,物理,93,110,83,105
4,卢飞,地理,114,81,99,63
4,魏凯,地理,99,100,110,78
4,冯秀兰,化学,102,109,92,103
4,王兰英,生物,116,101,107,128
4,张旭,化学,106,108,111,113
4,刘凯,化学,119,96,93,101
4,吴龙,地理,95,89,59,123
4,房娟,地理,93,96,89,103
4,杨霞,历史,101,124,103,88
4,程佳,物理,113,94,103,103
4,孙桂珍,物理,60,92,93,94
4,郑建,化学,111,98,102,123
4,左云,地理,100,109,78,121
4,李秀云,历史,122,99,80,131
4,林桂兰,地理,108,101,97,101
4,季秀云,物理,114,97,95,103
4,黄建,生物,108,99,96,117
4,卢林,化学,108,99,59,116
4,崔博,历史,106,111,101,109
4,赖萍,化学,101,104,95,111
4,萧丹丹,化学,114,104,90,107
4,杨建华,生物,99,108,98,125
4,曾玉兰,化学,120,92,69,115
4,许秀兰,生物,124,99,81,127
4,李秀芳,化学,106,99,101,107
4,吴淑兰,化学,105,92,73,121
4,何伟,化学,106,102,112,111
4,刘冬梅,化学,115,106,80,111
4,孙平,历史,78,107,71,97
4,王利,化学,116,108,84,97
4,何阳,地理,116,100,109,81
4,何淑兰,地理,101,103,99,98
4,施建国,历史,85,92,101,94
4,李娟,化学,110,82,83,108
4,张建,历史,101,120,90,53
4,傅兰英,地理,96,107,105,62
4,纪梅,生物,102,96,103,101
4,杨辉,政治,137,94,115,137
4,崔淑珍,政治,83,112,68,113
4,李丽丽,地理,111,95,91,85
4,李岩,化学,88,100,116,131
4,王华,历史,97,76,109,100
4,陶彬,物理,96,102,94,102
4,吴利,生物,104,100,63,109
4,陈亮,生物,128,111,90,133
4,刘燕,历史,101,110,104,91
4,白桂珍,化学,93,75,105,114
4,杨建,生物,125,101,83,117
4,康建国,政治,103,111,81,109
4,张海燕,化学,87,119,94,128
4,彭秀芳,物理,119,76,107,101
4,朱丽娟,生物,114,102,64,148
4,王霞,历史,91,107,87,97
4,梁丽华,政治,111,102,114,118
5,李旭,生物,60,102,84,145
5,田飞,地理,128,125,101,132
5,叶颖,生物,104,116,101,124
5,廖红梅,物理,108,105,74,101
5,彭桂兰,化学,129,98,103,112
5,马凯,生物,111,102,63,133
5,傅想,生物,115,101,91,127
