班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,123,94,69,138
1,卢楠,物理,104,110,81,104
1,唐秀兰,历史,84,99,89,112
1,张刚,化学,115,96,68,103
1,姜洋,历史,106,95,73,96
1,李彬,政治,87,95,84,110
1,龙晨,地理,111,101,88,123
1,张秀云,物理,85,103,69,111
1,刘婷婷,地理,116,92,74,93
1,袁云,历史,94,128,96,87
1,王丽丽,政治,112,104,107,102
1,赵桂芝,历史,108,82,51,96
1,陈柳,化学,116,117,104,111
1,邓云,生物,117,103,68,96
1,周峰,政治,110,89,75,110
1,葛丽,物理,117,113,88,123
1,陈秀荣,生物,97,103,81,56
1,吴欣,历史,109,116,92,99
1,徐丹丹,生物,108,92,105,74
1,赖玉兰,化学,105,86,83,132
1,陈云,化学,98,99,106,114
1,王莹,物理,104,109,94,125
1,任兰英,地理,73,85,102,110
1,李龙,历史,114,87,110,100
1,崔秀芳,地理,107,104,73,100
1,王秀英,化学,79,84,69,92
1,秦凯,化学,91,96,68,90
1,刘玉,生物,115,82,88,84
1,任丹,化学,104,84,55,103
1,孙玲,生物,137,97,74,113
1,文云,生物,121,94,87,108
1,吴娜,生物,121,96,73,102
1,王丹,物理,115,103,80,121
1,张帆,化学,125,102,86,98
1,吴宇,历史,109,96,81,83
1,王柳,生物,104,97,104,89
1,尹建平,化学,108,122,94,128
1,杜明,政治,99,73,65,125
1,何凤英,生物,99,97,92,95
1,秦利,地理,114,96,84,101
1,王婷,化学,96,101,54,102
1,郭莹,化学,107,119,78,98
1,周磊,化学,112,109,93,122
1,唐飞,地理,100,89,92,125
1,沈鹏,地理,130,102,105,125
1,陈建国,物理,100,94,81,110
1,任峰,生物,94,110,89,87
1,张玉英,化学,97,89,91,96
1,秦旭,地理,104,106,80,135
1,范建国,物理,114,100,88,122
1,武琳,物理,97,90,76,139
1,曾娜,地理,112,112,55,119
1,李莹,物理,112,100,96,105
1,赵想,地理,110,110,81,118
1,张彬,政治,108,102,83,104
1,郭秀荣,生物,119,104,91,75
1,程璐,政治,113,87,76,111
1,赵瑜,化学,98,95,90,124
1,翁秀华,历史,113,111,95,100
1,孙秀云,生物,117,101,95,76
1,黄荣,化学,101,112,72,83
1,余峰,历史,97,90,99,90
1,康小红,历史,114,81,99,92
1,刘桂荣,政治,112,89,101,100
1,鹿建军,政治,116,115,90,108
1,江艳,生物,113,96,78,76
1,刘丽,地理,105,106,113,134
1,刘莉,生物,94,86,84,125
1,邱浩,历史,97,97,92,104
1,齐鹏,地理,84,90,104,115
1,许欢,化学,119,108,97,90
1,王雷,地理,99,85,108,113
1,朱倩,化学,108,105,76,112
1,赵桂花,化学,114,102,81,108
1,刘波,化学,84,111,81,113
1,李建国,物理,98,94,93,112
1,王娟,物理,111,88,85,105
1,范明,政治,110,127,77,100
1,戴磊,历史,74,93,90,95
1,欧阳艳,物理,116,96,113,129
1,张欢,物理,121,105,70,104
1,李欢,化学,113,97,80,121
1,周颖,生物,87,80,105,84
2,戴宇,政治,105,84,82,119
2,张丽娟,生物,103,85,73,107
2,符伟,化学,117,94,93,127
2,李飞,地理,116,76,86,145
2,蒋杰,政治,108,90,88,127
2,覃玉兰,历史,99,111,96,94
2,徐佳,化学,106,87,78,125
2,庄辉,地理,101,92,81,119
2,杨柳,化学,115,107,81,113
2,李晶,物理,124,82,87,127
2,梁志强,生物,107,96,79,74
2,向华,化学,102,99,76,122
2,葛飞,化学,96,102,84,112
2,张波,生物,84,124,82,71
2,尹金凤,地理,128,100,117,113
2,邓成,政治,104,92,76,105
2,韩婷婷,化学,95,81,84,105
2,喻刚,地理,110,88,86,110
2,李建平,化学,109,115,74,105
2,王波,历史,101,107,99,90
2,张建平,历史,105,112,107,101
2,林淑珍,化学,113,86,87,141
2,沈雷,化学,127,116,80,94
2,王淑珍,地理,128,96,98,91
2,邝建军,化学,123,116,84,108
2,张梅,化学,104,102,106,104
2,屈桂英,物理,101,110,84,129
2,张勇,物理,85,99,89,108
2,马建,化学,109,107,94,135
2,杨建国,物理,118,85,99,119
2,王静,地理,106,89,63,116
2,魏桂香,化学,113,95,77,116
2,郑雷,历史,103,96,59,86
