班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,108,76,94,73
1,卢楠,物理,111,88,92,90
1,唐秀兰,历史,98,82,87,96
1,张刚,化学,121,88,118,98
1,姜洋,历史,123,80,59,78
1,李彬,政治,107,90,71,124
1,龙晨,地理,113,89,88,99
1,张秀云,物理,116,105,109,99
1,刘婷婷,地理,122,88,68,109
1,袁云,历史,106,79,103,127
1,王丽丽,政治,108,85,72,124
1,赵桂芝,历史,119,74,123,112
1,陈柳,化学,112,93,99,58
1,邓云,生物,94,80,88,126
1,周峰,政治,107,88,81,124
1,葛丽,物理,90,81,90,105
1,陈秀荣,生物,98,81,116,136
1,吴欣,历史,120,102,108,106
1,徐丹丹,生物,101,84,84,136
1,赖玉兰,化学,98,91,87,85
1,陈云,化学,101,89,97,87
1,王莹,物理,121,89,81,87
1,任兰英,地理,98,88,103,85
1,李龙,历史,117,86,73,96
1,崔秀芳,地理,100,75,69,89
1,王秀英,化学,103,99,86,82
1,秦凯,化学,97,78,95,81
1,刘玉,生物,101,87,85,97
1,任丹,化学,91,76,92,102
1,孙玲,生物,105,86,87,150
1,文云,生物,117,72,74,139
1,吴娜,生物,117,93,125,133
1,王丹,物理,106,74,46,95
1,张帆,化学,110,81,59,70
1,吴宇,历史,111,99,101,99
1,王柳,生物,99,86,109,85
1,尹建平,化学,103,77,71,100
1,杜明,政治,101,90,99,112
1,何凤英,生物,102,67,84,105
1,秦利,地理,97,102,99,60
1,王婷,化学,104,71,78,90
1,郭莹,化学,120,86,66,101
1,周磊,化学,124,88,104,99
1,唐飞,地理,107,92,121,84
1,沈鹏,地理,99,74,87,96
1,陈建国,物理,96,79,88,131
1,任峰,生物,125,83,106,112
1,张玉英,化学,110,99,101,76
1,秦旭,地理,112,88,108,83
1,范建国,物理,96,89,60,96
1,武琳,物理,105,81,87,78
1,曾娜,地理,105,80,73,88
1,李莹,物理,92,83,68,118
1,赵想,地理,98,74,98,89
1,张彬,政治,90,83,94,129
1,郭秀荣,生物,123,82,94,115
1,程璐,政治,115,98,104,107
1,赵瑜,化学,119,93,98,83
1,翁秀华,历史,126,91,94,91
1,孙秀云,生物,103,98,103,106
1,黄荣,化学,97,94,88,74
1,余峰,历史,109,97,72,97
1,康小红,历史,113,82,105,84
1,刘桂荣,政治,105,82,92,112
1,鹿建军,政治,109,92,108,104
1,江艳,生物,122,75,66,119
1,刘丽,地理,102,81,102,89
1,刘莉,生物,106,78,90,72
1,邱浩,历史,99,79,94,88
1,齐鹏,地理,104,87,94,76
1,许欢,化学,114,83,96,88
1,王雷,地理,105,77,127,94
1,朱倩,化学,114,90,85,63
1,赵桂花,化学,103,69,76,101
1,刘波,化学,103,74,93,91
1,李建国,物理,98,81,79,105
1,王娟,物理,113,77,102,123
1,范明,政治,86,79,83,114
1,戴磊,历史,112,87,86,101
1,欧阳艳,物理,119,85,120,113
1,张欢,物理,120,83,81,113
1,李欢,化学,95,95,85,89
1,周颖,生物,88,84,107,121
2,戴宇,政治,126,71,86,128
2,张丽娟,生物,109,71,95,134
2,符伟,化学,108,77,124,99
2,李飞,地理,105,82,101,72
2,蒋杰,政治,94,83,80,105
2,覃玉兰,历史,106,92,83,89
2,徐佳,化学,115,75,84,79
2,庄辉,地理,101,66,121,86
2,杨柳,化学,108,78,81,67
2,李晶,物理,121,79,95,106
2,梁志强,生物,118,79,96,100
2,向华,化学,111,87,95,80
2,葛飞,化学,108,95,115,94
2,张波,生物,114,78,111,138
2,尹金凤,地理,127,76,94,101
2,邓成,政治,107,86,94,120
2,韩婷婷,化学,103,88,83,118
2,喻刚,地理,121,89,79,97
2,李建平,化学,106,90,90,117
2,王波,历史,99,82,78,88
2,张建平,历史,110,90,107,102
2,林淑珍,化学,104,92,87,75
2,沈雷,化学,114,85,96,71
2,王淑珍,地理,119,85,81,89
2,邝建军,化学,124,85,92,113
2,张梅,化学,97,80,87,112
2,屈桂英,物理,111,96,95,100
2,张勇,物理,102,94,93,80
2,马建,化学,115,81,76,131
2,杨建国,物理,114,88,119,121
2,王静,地理,108,67,100,99
2,魏桂香,化学,101,69,80,70
2,郑雷,历史,118,63,96,105
2,蔡秀芳,历史,113,75,77,94
2,邓琳,地理,101,77,113,121
2,王淑英,化学,108,80,120,74
2,周凤兰,生物,107,86,106,107
2,戴玉梅,历史,101,83,76,83
2,陈颖,化学,100,98,100,86
2,李玉兰,生物,102,67,118,104
2,王桂珍,物理,113,72,119,100
2,吴秀兰,化学,107,74,94,96
2,冯小红,历史,100,81,95,96
2,王金凤,地理,89,76,72,88
2,项超,化学,99,86,95,96
2,李楠,历史,100,77,58,102
2,燕丽娟,历史,100,81,84,87
2,苏丽丽,化学,93,83,97,60
2,王欣,生物,107,87,103,100
2,张杰,化学,106,85,114,93
2,郎佳,地理,117,76,104,78
2,王亮,历史,114,85,94,93
2,高建,生物,124,84,70,102
2,方丽,化学,113,74,82,95
2,黄静,生物,103,75,101,139
2,罗秀荣,物理,110,85,75,95
2,李秀珍,化学,114,71,92,76
2,徐颖,化学,103,68,77,73
2,方建军,地理,106,89,92,117
2,杜文,地理,103,86,95,94
2,谷静,生物,122,78,77,130
2,叶晶,政治,109,80,57,116
2,何瑞,政治,99,80,76,117
2,段柳,政治,113,83,97,121
2,黄雪,物理,108,80,74,94
2,刘云,地理,117,80,109,79
2,马桂兰,化学,115,88,91,73
2,陈娟,地理,117,89,87,83
2,文桂珍,政治,105,72,92,119
2,罗艳,历史,118,93,80,110
2,刘宇,化学,102,94,101,100
2,秦瑞,物理,100,71,97,107
2,龙鑫,物理,121,93,116,91
2,邓红,生物,93,79,118,133
3,聂洁,生物,122,83,96,116
3,张利,物理,85,80,102,72
3,夏欣,生物,102,94,108,126
3,夏瑞,生物,119,78,83,92
3,纪旭,物理,111,81,94,92
3,黎桂芳,化学,115,93,93,112
3,黄萍,地理,111,92,76,89
3,颜峰,生物,105,79,90,130
3,赵璐,化学,113,84,78,69
3,李秀华,物理,111,91,99,98
3,殷志强,物理,103,93,93,103
3,张柳,地理,115,81,88,64
3,吴柳,生物,119,77,84,113
3,孙想,历史,117,86,88,113
3,孟莹,政治,107,77,68,108
3,张雪梅,地理,121,89,111,96
3,李杨,生物,106,77,85,74
3,樊欣,化学,103,94,70,82
3,韩桂英,化学,123,73,91,77
3,葛丽华,政治,98,83,84,116
3,李佳,化学,110,77,106,106
3,杜想,化学,111,88,77,76
3,陈淑兰,化学,108,72,93,57
3,梁冬梅,生物,117,80,96,114
3,焦玉珍,化学,103,93,87,53
3,戴伟,政治,129,85,50,123
3,王玉,地理,111,68,89,86
3,任玉梅,地理,110,78,36,82
3,戴杨,物理,101,88,114,108
3,慕阳,物理,113,83,86,101
3,韩芳,历史,102,71,57,84
3,章玉梅,生物,107,89,102,95
3,张丽华,政治,92,89,98,113
3,钟玉梅,物理,113,99,82,106
3,张建军,化学,118,93,98,94
3,郝丽娟,地理,97,78,102,90
