班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,115,120,104,86
1,卢楠,物理,116,111,119,95
1,唐秀兰,历史,103,115,116,116
1,张刚,化学,123,105,119,82
1,姜洋,历史,106,127,129,110
1,李彬,政治,104,113,130,113
1,龙晨,地理,113,117,103,109
1,张秀云,物理,114,120,120,88
1,刘婷婷,地理,111,119,127,100
1,袁云,历史,107,116,125,122
1,王丽丽,政治,114,120,109,118
1,赵桂芝,历史,110,114,118,110
1,陈柳,化学,118,126,109,83
1,邓云,生物,112,127,119,87
1,周峰,政治,104,126,122,117
1,葛丽,物理,114,120,123,93
1,陈秀荣,生物,99,122,117,79
1,吴欣,历史,101,121,125,111
1,徐丹丹,生物,96,124,111,90
1,赖玉兰,化学,106,116,127,79
1,陈云,化学,113,120,107,84
1,王莹,物理,108,116,112,92
1,任兰英,地理,102,114,127,87
1,李龙,历史,108,116,104,113
1,崔秀芳,地理,96,114,129,95
1,王秀英,化学,105,121,109,81
1,秦凯,化学,109,115,123,78
1,刘玉,生物,118,114,124,83
1,任丹,化学,101,121,119,67
1,孙玲,生物,105,118,125,88
1,文云,生物,117,124,120,92
1,吴娜,生物,94,109,130,96
1,王丹,物理,122,118,131,78
1,张帆,化学,109,130,134,72
1,吴宇,历史,104,124,106,113
1,王柳,生物,102,112,111,79
1,尹建平,化学,109,111,122,87
1,杜明,政治,98,108,86,107
1,何凤英,生物,103,108,131,86
1,秦利,地理,112,121,121,96
1,王婷,化学,103,129,117,89
1,郭莹,化学,110,115,114,88
1,周磊,化学,115,117,121,88
1,唐飞,地理,104,112,125,103
1,沈鹏,地理,110,111,112,109
1,陈建国,物理,100,119,119,113
1,任峰,生物,112,116,116,86
1,张玉英,化学,104,127,117,81
1,秦旭,地理,105,125,114,91
1,范建国,物理,103,114,124,93
1,武琳,物理,110,116,114,86
1,曾娜,地理,107,118,129,111
1,李莹,物理,102,123,98,90
1,赵想,地理,100,119,103,114
1,张彬,政治,106,119,108,106
1,郭秀荣,生物,95,110,128,106
1,程璐,政治,117,127,116,86
1,赵瑜,化学,106,117,116,79
1,翁秀华,历史,106,119,121,106
1,孙秀云,生物,117,113,108,92
1,黄荣,化学,114,130,117,82
1,余峰,历史,107,121,100,117
1,康小红,历史,109,116,129,115
1,刘桂荣,政治,111,125,128,85
1,鹿建军,政治,107,114,115,120
1,江艳,生物,98,121,110,82
1,刘丽,地理,117,126,134,109
1,刘莉,生物,118,110,121,94
1,邱浩,历史,104,127,120,106
1,齐鹏,地理,107,116,127,100
1,许欢,化学,109,105,108,82
1,王雷,地理,110,127,123,82
1,朱倩,化学,100,110,120,81
1,赵桂花,化学,97,117,117,80
1,刘波,化学,111,121,125,82
1,李建国,物理,89,111,129,98
1,王娟,物理,102,118,132,89
1,范明,政治,101,121,103,86
1,戴磊,历史,109,113,107,100
1,欧阳艳,物理,102,118,118,98
1,张欢,物理,104,119,124,72
1,李欢,化学,105,107,122,77
1,周颖,生物,101,132,117,86
2,戴宇,政治,112,129,122,101
2,张丽娟,生物,105,110,141,91
2,符伟,化学,112,110,119,82
2,李飞,地理,97,113,123,86
2,蒋杰,政治,96,126,125,122
2,覃玉兰,历史,120,118,127,108
2,徐佳,化学,95,123,100,78
2,庄辉,地理,109,115,125,82
2,杨柳,化学,97,121,123,90
2,李晶,物理,113,129,122,92
2,梁志强,生物,108,126,117,95
2,向华,化学,110,135,96,89
2,葛飞,化学,106,104,127,79
2,张波,生物,110,128,119,91
2,尹金凤,地理,105,128,109,102
2,邓成,政治,115,120,132,104
2,韩婷婷,化学,102,117,100,72
2,喻刚,地理,103,123,112,104
2,李建平,化学,105,117,129,77
2,王波,历史,113,124,118,116
2,张建平,历史,106,115,96,104
2,林淑珍,化学,100,119,122,86
2,沈雷,化学,114,120,126,81
2,王淑珍,地理,114,124,119,97
2,邝建军,化学,102,124,114,80
2,张梅,化学,109,119,101,86
2,屈桂英,物理,119,105,107,93
2,张勇,物理,114,107,117,85
2,马建,化学,106,128,117,69
2,杨建国,物理,98,112,113,89
2,王静,地理,106,119,108,98
2,魏桂香,化学,109,115,127,94
2,郑雷,历史,119,114,118,102
2,蔡秀芳,历史,113,126,111,97
2,邓琳,地理,109,116,114,99
2,王淑英,化学,106,117,125,81
2,周凤兰,生物,125,116,101,94
2,戴玉梅,历史,96,112,119,107
2,陈颖,化学,113,113,124,85
2,李玉兰,生物,111,109,120,94
2,王桂珍,物理,105,114,133,62
2,吴秀兰,化学,113,115,116,83
2,冯小红,历史,111,126,115,102
2,王金凤,地理,122,110,122,94
2,项超,化学,107,134,125,97
2,李楠,历史,119,108,119,116
2,燕丽娟,历史,119,121,106,116
2,苏丽丽,化学,106,119,131,95
2,王欣,生物,108,112,114,73
2,张杰,化学,105,126,130,83
2,郎佳,地理,97,112,122,114
2,王亮,历史,118,118,126,95
2,高建,生物,105,122,105,97
2,方丽,化学,114,130,109,82
2,黄静,生物,102,113,117,114
2,罗秀荣,物理,115,104,124,90
2,李秀珍,化学,113,119,108,83
2,徐颖,化学,103,121,130,81
2,方建军,地理,101,123,114,113
2,杜文,地理,110,117,115,102
2,谷静,生物,112,113,119,76
2,叶晶,政治,120,111,119,118
2,何瑞,政治,99,122,118,124
2,段柳,政治,97,124,117,102
2,黄雪,物理,132,120,119,109
2,刘云,地理,97,133,124,91
2,马桂兰,化学,111,127,122,93
2,陈娟,地理,103,123,112,100
2,文桂珍,政治,115,113,124,121
2,罗艳,历史,122,114,124,110
2,刘宇,化学,105,127,125,85
2,秦瑞,物理,111,123,107,94
2,龙鑫,物理,109,122,107,106
2,邓红,生物,108,117,117,92
3,聂洁,生物,92,123,117,86
3,张利,物理,118,116,116,106
3,夏欣,生物,102,110,114,84
3,夏瑞,生物,115,131,112,94
3,纪旭,物理,106,123,112,115
3,黎桂芳,化学,103,114,112,88
3,黄萍,地理,94,132,110,100
3,颜峰,生物,106,117,121,92
3,赵璐,化学,108,113,108,82
3,李秀华,物理,110,118,136,86
3,殷志强,物理,106,115,114,104
3,张柳,地理,116,110,130,105
3,吴柳,生物,102,125,128,99
3,孙想,历史,96,118,114,108
3,孟莹,政治,109,121,110,115
3,张雪梅,地理,109,123,101,106
3,李杨,生物,101,114,119,101
3,樊欣,化学,103,119,124,80
3,韩桂英,化学,106,119,109,72
3,葛丽华,政治,120,120,126,96
3,李佳,化学,98,126,122,104
3,杜想,化学,101,111,112,82
3,陈淑兰,化学,103,109,122,83
3,梁冬梅,生物,98,128,124,86
3,焦玉珍,化学,100,119,117,61
3,戴伟,政治,115,134,120,109
3,王玉,地理,106,128,111,121
3,任玉梅,地理,98,122,110,105
3,戴杨,物理,110,129,131,110
3,慕阳,物理,100,124,127,99
3,韩芳,历史,102,118,115,107
3,章玉梅,生物,107,106,131,105
3,张丽华,政治,119,117,112,99
3,钟玉梅,物理,107,125,134,97
3,张建军,化学,111,99,127,87
3,郝丽娟,地理,102,128,108,107
3,田桂芳,历史,99,120,124,121
3,张飞,地理,99,112,118,104
3,钟志强,生物,104,134,121,90
3,郑阳,物理,114,117,104,95
3,胡杰,生物,119,121,113,97
3,高玉英,物理,99,113,129,103
3,吕晶,历史,114,111,123,118
3,梁桂芝,政治,104,121,121,84
3,田璐,历史,108,129,117,114
3,耿瑞,物理,100,121,116,90
3,张淑英,化学,111,117,117,83
3,蒋秀芳,历史,101,107,119,117
3,张荣,物理,97,119,122,85
3,吴红梅,政治,110,117,112,120
3,杨玉华,生物,101,110,111,89
3,罗雪梅,化学,109,102,111,79
3,朱雪,历史,96,118,120,112
3,萧杰,历史,109,124,111,122
3,姜桂花,化学,109,107,120,71
3,夏丽丽,物理,110,114,116,97
3,马萍,物理,90,120,114,85
3,张建华,生物,116,136,127,102
3,陆俊,生物,109,116,118,80
3,孟华,地理,117,127,123,113
3,曲玲,化学,87,116,112,85
3,张兰英,物理,107,129,125,87
3,孙瑜,生物,113,121,92,103
3,郝萍,政治,114,116,107,111
3,吴欢,政治,120,124,117,106
3,魏博,生物,101,106,120,93
3,蔡玲,化学,95,116,106,68
3,高秀兰,生物,105,133,115,85
3,翁红梅,化学,116,131,117,80
3,李超,物理,109,108,132,85
3,李梅,政治,101,120,116,120
3,黄凤兰,政治,113,125,116,94
3,徐桂珍,政治,111,113,132,119
3,张洋,化学,113,116,110,87
3,王凤兰,生物,90,104,124,84
3,陈秀梅,化学,113,116,118,68
3,魏想,地理,117,125,124,95
3,李兵,历史,110,114,103,108
3,喻宁,化学,113,112,106,84
3,张倩,历史,105,125,129,96
3,杨桂荣,化学,104,122,124,79
3,宋秀梅,地理,111,117,118,104
3,白坤,生物,99,124,109,66
3,屈小红,生物,110,112,122,90
3,吕成,政治,110,113,117,114
3,潘颖,政治,112,136,109,107
4,沈亮,生物,88,115,106,103
4,黄杨,化学,100,122,112,87
4,刘磊,化学,102,120,122,87
4,马宇,历史,104,112,116,109
4,武桂荣,物理,107,117,115,63
4,田帆,物理,108,114,107,114
4,宋帅,地理,117,121,135,93
4,王帆,历史,106,120,111,110
4,李凤兰,化学,105,117,115,73
4,龙秀荣,化学,108,118,108,89
4,徐涛,化学,103,111,116,86
4,吴建,地理,108,120,110,91
4,王淑兰,地理,106,127,126,93
4,孙丹,物理,100,125,99,106
