班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,75,92,64,97
1,卢楠,物理,98,72,94,115
1,唐秀兰,历史,112,83,74,66
1,张刚,化学,76,80,71,109
1,姜洋,历史,106,86,82,83
1,李彬,政治,98,68,77,90
1,龙晨,地理,100,78,86,96
1,张秀云,物理,97,95,85,105
1,刘婷婷,地理,76,81,79,97
1,袁云,历史,109,92,74,66
1,王丽丽,政治,98,65,77,87
1,赵桂芝,历史,106,85,91,90
1,陈柳,化学,108,73,88,111
1,邓云,生物,118,93,100,115
1,周峰,政治,99,66,102,90
1,葛丽,物理,88,56,68,92
1,陈秀荣,生物,104,91,92,120
1,吴欣,历史,96,72,87,78
1,徐丹丹,生物,114,76,84,104
1,赖玉兰,化学,87,77,70,102
1,陈云,化学,94,95,91,120
1,王莹,物理,115,81,80,105
1,任兰英,地理,85,90,75,101
1,李龙,历史,115,89,73,105
1,崔秀芳,地理,100,84,68,99
1,王秀英,化学,91,74,88,99
1,秦凯,化学,118,79,73,129
1,刘玉,生物,89,72,90,110
1,任丹,化学,99,78,81,110
1,孙玲,生物,99,107,75,116
1,文云,生物,120,92,76,119
1,吴娜,生物,100,99,73,111
1,王丹,物理,98,92,67,122
1,张帆,化学,84,93,85,107
1,吴宇,历史,96,82,75,90
1,王柳,生物,110,79,86,111
1,尹建平,化学,91,100,79,96
1,杜明,政治,94,92,56,84
1,何凤英,生物,90,111,75,109
1,秦利,地理,86,88,74,118
1,王婷,化学,119,70,79,121
1,郭莹,化学,101,91,84,121
1,周磊,化学,93,90,92,104
1,唐飞,地理,116,94,87,108
1,沈鹏,地理,89,85,81,103
1,陈建国,物理,93,91,66,117
1,任峰,生物,111,58,92,116
1,张玉英,化学,127,83,86,89
1,秦旭,地理,88,94,79,113
1,范建国,物理,89,82,79,90
1,武琳,物理,104,93,85,98
1,曾娜,地理,101,84,79,102
1,李莹,物理,90,79,85,101
1,赵想,地理,103,93,78,96
1,张彬,政治,111,79,93,83
1,郭秀荣,生物,103,76,73,106
1,程璐,政治,89,83,88,87
1,赵瑜,化学,91,70,77,128
1,翁秀华,历史,109,93,92,54
1,孙秀云,生物,114,46,67,125
1,黄荣,化学,120,82,69,122
1,余峰,历史,111,82,80,83
1,康小红,历史,78,71,91,83
1,刘桂荣,政治,96,95,71,102
1,鹿建军,政治,97,92,94,93
1,江艳,生物,126,106,65,106
1,刘丽,地理,103,101,68,103
1,刘莉,生物,110,96,99,131
1,邱浩,历史,115,71,78,87
1,齐鹏,地理,124,91,83,114
1,许欢,化学,94,105,69,132
1,王雷,地理,90,81,77,115
1,朱倩,化学,80,97,72,99
1,赵桂花,化学,126,86,82,108
1,刘波,化学,97,89,73,117
1,李建国,物理,86,88,84,107
1,王娟,物理,101,97,80,109
1,范明,政治,90,86,66,94
1,戴磊,历史,102,89,87,86
1,欧阳艳,物理,87,99,81,131
1,张欢,物理,125,77,80,124
1,李欢,化学,81,85,73,119
1,周颖,生物,99,79,78,110
2,戴宇,政治,100,76,95,102
2,张丽娟,生物,116,64,73,116
2,符伟,化学,101,83,90,126
2,李飞,地理,118,88,67,99
2,蒋杰,政治,111,106,93,80
