班级,姓名,选科,语文,数学,英语,科目
1,吴刚,地理,106,83,111,127
1,卢楠,物理,117,75,102,55
1,唐秀兰,历史,129,85,106,112
1,张刚,化学,102,105,92,94
1,姜洋,历史,115,83,85,103
1,李彬,政治,119,76,132,121
1,龙晨,地理,119,94,107,101
1,张秀云,物理,117,88,105,52
1,刘婷婷,地理,116,93,97,117
1,袁云,历史,119,75,90,90
1,王丽丽,政治,97,81,77,97
1,赵桂芝,历史,104,64,107,102
1,陈柳,化学,107,103,116,75
1,邓云,生物,106,68,91,112
1,周峰,政治,99,99,106,88
1,葛丽,物理,102,89,97,66
1,陈秀荣,生物,104,94,98,101
1,吴欣,历史,110,90,81,110
1,徐丹丹,生物,100,76,73,122
1,赖玉兰,化学,104,86,130,109
1,陈云,化学,103,85,117,72
1,王莹,物理,121,88,117,67
1,任兰英,地理,118,69,94,118
1,李龙,历史,90,85,125,93
1,崔秀芳,地理,99,83,92,108
1,王秀英,化学,112,92,101,60
1,秦凯,化学,128,87,53,76
1,刘玉,生物,108,107,114,121
1,任丹,化学,113,87,88,91
1,孙玲,生物,119,93,75,101
1,文云,生物,100,69,120,109
1,吴娜,生物,122,105,101,85
1,王丹,物理,124,113,89,102
1,张帆,化学,96,77,92,106
1,吴宇,历史,90,87,114,80
1,王柳,生物,109,92,82,77
1,尹建平,化学,113,87,99,69
1,杜明,政治,104,105,103,122
1,何凤英,生物,103,93,115,107
1,秦利,地理,117,87,100,105
1,王婷,化学,109,101,101,83
1,郭莹,化学,112,76,105,76
1,周磊,化学,117,94,123,75
1,唐飞,地理,94,88,102,134
1,沈鹏,地理,127,78,96,103
1,陈建国,物理,110,93,109,63
1,任峰,生物,111,95,76,141
1,张玉英,化学,111,92,67,79
1,秦旭,地理,99,106,95,117
1,范建国,物理,107,79,108,54
1,武琳,物理,118,69,101,81
1,曾娜,地理,103,100,110,117
1,李莹,物理,111,87,101,66
1,赵想,地理,104,90,103,127
1,张彬,政治,110,97,118,112
1,郭秀荣,生物,112,81,112,119
1,程璐,政治,108,110,100,94
1,赵瑜,化学,90,106,74,56
1,翁秀华,历史,96,68,119,110
1,孙秀云,生物,112,102,69,104
1,黄荣,化学,88,97,105,78
1,余峰,历史,106,101,102,107
1,康小红,历史,105,100,97,99
1,刘桂荣,政治,105,81,91,101
1,鹿建军,政治,112,105,84,102
1,江艳,生物,108,100,99,108
1,刘丽,地理,118,87,93,106
1,刘莉,生物,107,87,101,124
1,邱浩,历史,109,90,108,97
1,齐鹏,地理,110,78,80,125
1,许欢,化学,113,85,84,77
1,王雷,地理,101,92,97,128
1,朱倩,化学,115,93,105,84
1,赵桂花,化学,109,83,111,111
1,刘波,化学,118,99,91,72
1,李建国,物理,102,112,102,63
1,王娟,物理,108,75,70,88
1,范明,政治,124,82,97,73
1,戴磊,历史,103,97,87,96
1,欧阳艳,物理,98,84,62,62
1,张欢,物理,113,79,96,69
1,李欢,化学,99,107,90,69
1,周颖,生物,113,92,121,110
2,戴宇,政治,92,82,116,100
2,张丽娟,生物,115,74,122,128
2,符伟,化学,99,69,117,70
2,李飞,地理,97,88,120,110
2,蒋杰,政治,119,73,71,119
2,覃玉兰,历史,104,85,86,116
2,徐佳,化学,105,87,119,80
2,庄辉,地理,116,102,92,126
2,杨柳,化学,116,82,90,77
2,李晶,物理,80,96,95,70
2,梁志强,生物,121,96,81,100
2,向华,化学,105,98,98,64
2,葛飞,化学,110,86,85,79
2,张波,生物,103,82,75,113
2,尹金凤,地理,126,81,90,115
2,邓成,政治,109,96,102,98
2,韩婷婷,化学,115,99,99,80
2,喻刚,地理,110,89,116,130
2,李建平,化学,92,96,126,57
2,王波,历史,105,99,93,101
2,张建平,历史,108,104,101,100
2,林淑珍,化学,109,90,132,76
2,沈雷,化学,89,81,101,58
2,王淑珍,地理,99,115,129,99
2,邝建军,化学,105,85,89,69
2,张梅,化学,99,74,93,92
2,屈桂英,物理,99,87,99,89
2,张勇,物理,112,93,58,42
2,马建,化学,101,77,115,75
2,杨建国,物理,106,86,102,68
2,王静,地理,120,88,88,112
2,魏桂香,化学,116,81,94,81
2,郑雷,历史,104,97,91,96
2,蔡秀芳,历史,113,100,103,83
2,邓琳,地理,103,86,87,111
2,王淑英,化学,123,87,108,83
